-9.321530577284242725e-01,-9.136998577079956663e-01,-9.084077959835528127e-01
-9.182912906036629908e-01,-9.074819581640163335e-01,-9.048486325613948056e-01
-9.354057703736078366e-01,-9.101326444410888783e-01,-9.530893839568456150e-01
-8.947413202088141393e-01,-9.030449687313999441e-01,-8.982471084739040990e-01
-8.451883527515292593e-01,-8.160450982993571190e-01,-8.206733720104466556e-01
-8.310665958512338802e-01,-8.514474102584361770e-01,-8.086452273821717052e-01
-8.349416281425053876e-01,-8.520770435548047361e-01,-8.542862907453936394e-01
-8.201969525427462715e-01,-8.310310711315114229e-01,-8.097431789161414484e-01
-7.893979448022221401e-01,-7.726819840666911965e-01,-7.623388163561555242e-01
-7.982523237711371955e-01,-7.812587456001404140e-01,-7.763350774181388969e-01
-7.534688313756793265e-01,-7.599669876787172873e-01,-7.677265803877488803e-01
-7.555350514488365921e-01,-7.497946681584448658e-01,-7.272328681436207587e-01
-7.378508054998574872e-01,-7.464168705360808564e-01,-7.209246843928328596e-01
-6.804511485535282844e-01,-6.901828049587870328e-01,-6.687724168566868688e-01
-6.535133268739116152e-01,-6.563932240835737009e-01,-6.605290991847752036e-01
-6.572685585030201283e-01,-6.687562437415282002e-01,-6.806211860503192934e-01
-6.317802457921063430e-01,-6.130960482647475063e-01,-6.111697660262830345e-01
-5.972336813371326159e-01,-6.247801985224207266e-01,-5.678986592124218857e-01
-5.853258541981717356e-01,-6.036232396061198546e-01,-6.048726285735169794e-01
-5.940431081566744931e-01,-5.773056771019007272e-01,-6.233907611084319456e-01
-5.595306562190559552e-01,-5.606067509402415938e-01,-5.368141724288910677e-01
-5.291077356675674137e-01,-5.032822095004561014e-01,-5.190427608867935749e-01
-5.446284472614421057e-01,-5.631078795913617707e-01,-5.346163165075822343e-01
-5.130616540713771601e-01,-4.995849902368637019e-01,-5.085744256824327181e-01
-4.932861039233604195e-01,-4.876939055021549119e-01,-5.105922297593519232e-01
-4.526033761605068872e-01,-4.257881198735622430e-01,-4.289955461476099297e-01
-4.336512781167031205e-01,-4.498657829633901928e-01,-4.366185315916756848e-01
-4.499138697225097960e-01,-4.793337476820315191e-01,-4.247387297798827510e-01
-3.876589359765035825e-01,-4.007695020073029357e-01,-3.803717064632224365e-01
-3.943194320562968813e-01,-3.990113565998787970e-01,-3.937303150717637590e-01
-3.554237272500767597e-01,-3.664686579218610629e-01,-3.575624663630578293e-01
-3.594122299246612640e-01,-3.528357098461286090e-01,-3.831641889028570835e-01
-3.198902139082540064e-01,-3.412571246664956592e-01,-3.102642498652054548e-01
-3.016474059986847811e-01,-3.029044438094267155e-01,-3.293723044367962705e-01
-2.973255001224540117e-01,-3.105857340583607074e-01,-3.081415875747175459e-01
-2.535996325357423031e-01,-2.459964726467141205e-01,-2.791878245101847567e-01
-2.605560243588900815e-01,-2.701467138190495332e-01,-2.733765654242985010e-01
-2.474697357339787906e-01,-2.262618501336012555e-01,-2.702415664800985051e-01
-2.163481853408462663e-01,-2.164357050348013900e-01,-1.957055083149521202e-01
-1.931713134473886095e-01,-2.201407446284737446e-01,-1.985592445455801880e-01
-1.710871607304148001e-01,-1.736445881975319516e-01,-1.447050750110826789e-01
-1.510233451447214603e-01,-1.517233900405127733e-01,-1.764174103685879069e-01
-1.534268457547629250e-01,-1.354591167583898970e-01,-1.273789280915503253e-01
-1.022625742053101250e-01,-7.758858840245350108e-02,-1.037884561981394227e-01
-7.631297370761153109e-02,-4.949522827726812735e-02,-5.559422400562920308e-02
-7.830547440166989170e-02,-9.668263316688020803e-02,-9.947441672924928202e-02
-4.795996108276912029e-02,-7.476225837518425676e-02,-4.024047265830717895e-02
-7.202541007596506561e-02,-5.523737674681868104e-02,-1.015908200718056570e-01
-3.222007351964259469e-02,-3.828112947743571304e-02,-7.853387558838596794e-03
-2.770043182605500670e-02,3.785543043187955536e-04,1.061818675646204746e-03
4.225795399080673961e-03,-1.910148825397183642e-02,-7.920693364281429158e-03
4.448848731591689698e-02,6.525025998724100218e-02,3.338766279137050236e-02
5.611787280374842118e-02,4.233963435145934179e-02,3.290828449567727298e-02
7.984718846421773319e-02,8.932085155328045589e-02,7.268960582080168098e-02
6.077299722601468140e-02,4.202350377026083106e-02,4.407013134567649287e-02
7.722000105452875296e-02,1.026336548929365489e-01,6.806626424162336153e-02
1.132533866557320495e-01,1.058049672612434572e-01,1.082283940419173918e-01
1.727700532072383999e-01,1.664960213811264023e-01,1.955243004578503807e-01
1.678138351638844283e-01,1.734527342891836466e-01,1.578053290880996051e-01
1.952172556930123204e-01,1.982643946446638605e-01,1.803906268596614793e-01
1.822366765115860376e-01,1.932087842252703525e-01,1.698406882984206112e-01
2.355981686467100156e-01,2.411179431001663487e-01,2.639079115450166935e-01
2.608968364740124057e-01,2.858286451128461136e-01,2.840077171292034741e-01
2.629592557384080043e-01,2.915125521482551108e-01,2.570589799874227199e-01
2.741937134832475587e-01,3.007927268515369068e-01,2.713529312524674553e-01
3.164154317687532525e-01,3.241237587514513852e-01,3.014662221641931650e-01
