-9.507475821900733814e-01,-9.399007153226393019e-01,-9.303910077192446559e-01
-9.115908749700549762e-01,-9.403603163746829807e-01,-9.336588640622415225e-01
-9.345692060197158257e-01,-9.116703853963742388e-01,-9.576313834038521211e-01
-8.743444229019596836e-01,-8.594275565516761306e-01,-8.954505726487890227e-01
-8.555885505339736463e-01,-8.583168655330868368e-01,-8.534094879840130599e-01
-8.534240951641158812e-01,-8.431641349709428912e-01,-8.421933291331693550e-01
-8.347528963741241981e-01,-8.609901934020751657e-01,-8.524339787036360194e-01
-7.941272016696410141e-01,-7.792549868548006575e-01,-8.092304111749669682e-01
-7.821997056097436118e-01,-8.023461393856170520e-01,-7.580481421047119417e-01
-7.956122410691056634e-01,-7.718921574301781385e-01,-7.904550293292862406e-01
-7.499453002634188792e-01,-7.711394935434859876e-01,-7.276342166005761447e-01
-7.566335534048893585e-01,-7.751204898498441631e-01,-7.830725475815144554e-01
-7.392503534198959780e-01,-7.495559226189176805e-01,-7.511639773790749208e-01
-6.871877741951383234e-01,-6.982518422514358836e-01,-6.834548989854893897e-01
-6.604388661465288024e-01,-6.569257654902624921e-01,-6.364463214719526807e-01
-6.492774257303359775e-01,-6.465778220060107717e-01,-6.528462386192647182e-01
-6.466564947521243889e-01,-6.230093831581349217e-01,-6.751228701077590655e-01
-6.198334234869000703e-01,-6.118475362847842769e-01,-5.979395341854524260e-01
-5.967656445014967170e-01,-5.835340575379200923e-01,-5.903970175421234812e-01
-5.815949290304782693e-01,-5.572210660428367213e-01,-5.820039662864314733e-01
-5.605345631780541682e-01,-5.653572631375062274e-01,-5.739775462873271117e-01
-5.259295730452556716e-01,-5.525961939810914991e-01,-5.106418395003297084e-01
-5.020489197504138801e-01,-5.026245349421982755e-01,-5.250765105085136719e-01
-4.972658569431847031e-01,-4.974820109236200993e-01,-4.915167562585753824e-01
-5.026449672672829161e-01,-4.826210498117187719e-01,-5.131609141760309356e-01
-4.563777070209909525e-01,-4.572969954342011589e-01,-4.433297888446943169e-01
-4.612341635105909887e-01,-4.387462675744581153e-01,-4.603473063391829712e-01
-4.083592940417891670e-01,-4.044221623333346116e-01,-4.273630316338795088e-01
-4.302535753070285685e-01,-4.376580692512818671e-01,-4.202838900713777304e-01
-3.895980981619003303e-01,-4.006944562422107836e-01,-4.167272171969677030e-01
-4.025604750916960128e-01,-4.227245212719426548e-01,-3.942630948415807857e-01
-3.710105004726576006e-01,-3.788851606896519453e-01,-3.483709260450458256e-01
-3.476293174712585810e-01,-3.498985820708866434e-01,-3.258726889195937559e-01
